Filename,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
00328_00001.ppm,155,151,13,13,141,137,30
00328_00002.ppm,111,108,9,9,102,98,30
00364_00000.ppm,71,41,6,5,65,35,30
00405_00000.ppm,152,145,13,12,138,133,30
00405_00001.ppm,107,105,9,9,98,96,30
00405_00002.ppm,85,83,7,7,77,76,30
00625_00000.ppm,99,95,8,8,90,87,30
00625_00001.ppm,110,107,9,9,101,97,30
00625_00002.ppm,107,100,9,8,97,91,30
00686_00000.ppm,104,86,9,7,94,79,30
00686_00001.ppm,95,82,8,7,87,74,30
00686_00002.ppm,86,74,7,6,79,68,30
00710_00000_30.ppm,224,216,19,18,204,198,30
00710_00001_30.ppm,187,179,16,15,170,163,30
00710_00002_30.ppm,205,195,17,16,187,178,30
00714_00000.ppm,116,97,10,8,106,88,30
00714_00001.ppm,96,82,8,7,87,74,30
00714_00002.ppm,104,87,9,7,94,79,30
00811_00000_30.ppm,263,240,22,20,240,219,30
00811_00001_30.ppm,268,218,22,18,245,200,30
00811_00002_30.ppm,272,205,23,17,249,188,30
00903_00000.ppm,105,98,9,8,95,89,30
00903_00001.ppm,99,93,8,8,91,84,30
00903_00002.ppm,95,91,8,8,87,82,30
01293_00000.ppm,121,119,10,10,110,109,30
01293_00001.ppm,98,96,8,8,90,88,30
01293_00002.ppm,143,153,12,13,130,139,30
01484_00000.ppm,288,301,24,25,263,276,30
01484_00001.ppm,178,179,15,15,162,164,30
01484_00002.ppm,128,127,11,11,117,116,30
01695_00000.ppm,146,134,12,11,133,122,30
01695_00001.ppm,117,108,10,9,106,99,30
01695_00002.ppm,98,94,8,8,89,86,30
00050_00000.ppm,285,285,24,24,260,261,31
00050_00001.ppm,191,193,16,16,175,176,31
00050_00002.ppm,135,133,11,11,123,122,31
00060_00000.ppm,142,122,12,10,130,111,31
00060_00001.ppm,141,143,12,12,129,131,31
00060_00002.ppm,88,87,7,7,81,80,31
00063_00000.ppm,170,167,14,14,156,153,31
00063_00001.ppm,236,237,20,20,215,217,31
00063_00002.ppm,135,130,11,11,123,119,31
00065_00000.ppm,172,141,14,12,158,128,31
00065_00001.ppm,128,134,11,11,116,123,31
00065_00002.ppm,112,110,9,9,103,101,31
00068_00000_31.ppm,196,95,16,8,179,87,31
00068_00001_31.ppm,72,71,6,6,66,65,31
00068_00002_31.ppm,158,155,13,13,145,141,31
00092_00000.ppm,232,232,19,19,212,212,31
00092_00001.ppm,130,130,11,11,119,119,31
00092_00002.ppm,87,86,7,7,80,79,31
00103_00000.ppm,244,253,20,21,223,231,31
00103_00001.ppm,183,187,15,16,168,170,31
00103_00002.ppm,145,146,12,12,133,134,31
00111_00000.ppm,93,85,8,7,84,78,31
00111_00001.ppm,133,117,11,10,121,106,31
00111_00002.ppm,108,98,9,8,98,90,31
00118_00000.ppm,63,60,5,5,57,55,31
00118_00001.ppm,67,69,6,6,60,62,31
00118_00002.ppm,59,57,5,5,54,51,31
00272_00000.ppm,157,92,13,8,144,84,31
00272_00001.ppm,157,123,13,10,144,113,31
00272_00002.ppm,83,86,7,7,75,79,31
00275_00000.ppm,88,86,7,7,81,78,31
00275_00001.ppm,159,95,13,8,146,87,31
00275_00002.ppm,158,81,13,7,145,73,31
01716_00000.ppm,205,127,17,11,187,116,31
01716_00001.ppm,99,103,8,9,91,94,31
01716_00002.ppm,85,87,7,7,77,80,31
01894_00000.ppm,151,128,13,11,137,116,31
01894_00001.ppm,148,139,12,12,135,126,31
01894_00002.ppm,152,97,13,8,138,89,31
01909_00000.ppm,289,169,24,14,264,155,31
01909_00001.ppm,156,155,13,13,142,142,31
01909_00002.ppm,106,105,9,9,97,95,31
01910_00000.ppm,130,64,11,5,118,59,31
01910_00001.ppm,61,63,5,5,55,58,31
01910_00002.ppm,236,237,20,20,215,217,31
01911_00000.ppm,129,131,11,11,117,119,31
01911_00001.ppm,106,103,9,9,97,94,31
01911_00002.ppm,83,83,7,7,75,76,31
01916_00000.ppm,87,84,7,7,80,77,31
01916_00001.ppm,109,108,9,9,99,99,31
01916_00002.ppm,196,99,16,8,179,90,31
01955_00000.ppm,231,228,19,19,211,209,31
01955_00001.ppm,152,151,13,13,139,137,31
01955_00002.ppm,110,111,9,9,101,102,31
01956_00000.ppm,239,243,20,20,219,223,31
01956_00001.ppm,157,158,13,13,144,144,31
01956_00002.ppm,116,116,10,10,106,105,31
01957_00000.ppm,219,217,18,18,200,199,31
01957_00001.ppm,99,97,8,8,90,88,31
01957_00002.ppm,144,141,12,12,132,129,31
01959_00000.ppm,60,64,5,5,55,59,31
01959_00001.ppm,205,98,17,8,187,90,31
01959_00002.ppm,205,76,17,6,188,69,31
00001_00000.ppm,286,284,24,24,262,259,32
00001_00001.ppm,192,192,16,16,175,175,32
00001_00002.ppm,144,144,12,12,132,132,32
00018_00000.ppm,223,225,19,19,203,206,32
00018_00001.ppm,175,176,15,15,160,161,32
00018_00002.ppm,133,131,11,11,121,120,32
00028_00000.ppm,111,104,9,9,102,95,32
00028_00001.ppm,92,85,8,7,83,77,32
00028_00002.ppm,133,124,11,10,121,114,32
00173_00000_32.ppm,200,214,17,18,182,195,32
00173_00001_32.ppm,157,163,13,14,144,148,32
00173_00002_32.ppm,119,121,10,10,109,110,32
00192_00000.ppm,75,75,6,6,68,69,32
00192_00001.ppm,86,87,7,7,78,79,32
00192_00002.ppm,100,108,8,9,91,98,32
00224_00000_32.ppm,104,103,9,9,95,94,32
00224_00001_32.ppm,127,129,11,11,115,117,32
00224_00002_32.ppm,171,171,14,14,156,157,32
00361_00000.ppm,136,141,11,12,125,129,32
00361_00001.ppm,94,95,8,8,85,86,32
00361_00002.ppm,71,72,6,6,65,65,32
00369_00000.ppm,86,87,7,7,78,79,32
00369_00001.ppm,87,87,7,7,79,79,32
00369_00002.ppm,86,85,7,7,79,78,32
00372_00000.ppm,188,134,16,11,171,123,32
00372_00001.ppm,187,129,16,11,170,117,32
00372_00002.ppm,182,145,15,12,167,132,32
00377_00000.ppm,39,35,5,5,33,29,32
00377_00001.ppm,37,34,5,5,32,29,32
00377_00002.ppm,38,34,5,5,33,28,32
00402_00000.ppm,64,61,5,5,58,56,32
00402_00001.ppm,88,83,7,7,80,75,32
00402_00002.ppm,135,124,11,10,123,114,32
00407_00000_32.ppm,121,60,10,5,110,55,32
00407_00001_32.ppm,132,68,11,6,120,61,32
00407_00002_32.ppm,156,71,13,6,142,65,32
00421_00000.ppm,97,104,8,9,88,95,32
00421_00001.ppm,71,71,6,6,64,65,32
00421_00002.ppm,57,56,5,5,51,50,32
00441_00000.ppm,165,170,14,14,150,156,32
00441_00001.ppm,166,135,14,11,152,123,32
00441_00002.ppm,167,157,14,13,153,143,32
00548_00000.ppm,47,48,5,5,42,42,32
00549_00000.ppm,70,63,6,5,64,57,32
00549_00001.ppm,130,117,11,10,119,107,32
00549_00002.ppm,85,75,7,6,78,69,32
00553_00000.ppm,95,95,8,8,87,86,32
00553_00001.ppm,95,95,8,8,87,87,32
00553_00002.ppm,97,96,8,8,88,88,32
00559_00000.ppm,160,157,13,13,146,143,32
00559_00001.ppm,93,95,8,8,85,87,32
00559_00002.ppm,106,108,9,9,96,99,32
00562_00000.ppm,62,59,5,5,57,53,32
00562_00001.ppm,61,60,5,5,56,54,32
00562_00002.ppm,64,61,5,5,58,55,32
00569_00000.ppm,80,84,7,7,72,76,32
00569_00001.ppm,70,72,6,6,64,66,32
00569_00002.ppm,63,63,5,5,57,58,32
00578_00000.ppm,88,88,7,7,80,80,32
00578_00001.ppm,115,112,10,9,104,102,32
00578_00002.ppm,236,231,20,19,215,211,32
00619_00000.ppm,172,175,14,15,157,159,32
00619_00001.ppm,142,143,12,12,130,130,32
00619_00002.ppm,156,155,13,13,142,141,32
00653_00000.ppm,98,95,8,8,90,87,32
00653_00001.ppm,98,95,8,8,89,86,32
00653_00002.ppm,97,94,8,8,89,86,32
00758_00000.ppm,75,75,6,6,69,69,32
00758_00001.ppm,72,73,6,6,66,67,32
00758_00002.ppm,76,80,6,7,70,72,32
00762_00000.ppm,82,84,7,7,74,76,32
00762_00001.ppm,79,80,7,7,72,73,32
00762_00002.ppm,75,75,6,6,68,69,32
00927_00000.ppm,88,87,7,7,80,80,32
00927_00001.ppm,92,83,8,7,84,76,32
00927_00002.ppm,91,87,8,7,83,79,32
00928_00000.ppm,80,80,7,7,72,72,32
00928_00001.ppm,80,82,7,7,72,74,32
00928_00002.ppm,81,81,7,7,74,73,32
00930_00000.ppm,115,111,10,9,105,102,32
00930_00001.ppm,123,124,10,10,113,113,32
00930_00002.ppm,134,134,11,11,122,122,32
00931_00000.ppm,81,80,7,7,73,72,32
00931_00001.ppm,84,84,7,7,76,77,32
00931_00002.ppm,86,86,7,7,79,79,32
00935_00000.ppm,83,84,7,7,76,77,32
00935_00001.ppm,94,95,8,8,85,87,32
00935_00002.ppm,75,75,6,6,68,69,32
00937_00000.ppm,68,68,6,6,62,62,32
00937_00001.ppm,62,63,5,5,56,58,32
00937_00002.ppm,68,64,6,5,61,58,32
00937_00003.ppm,64,63,5,5,59,57,32
00938_00000.ppm,70,74,6,6,64,67,32
00938_00001.ppm,62,67,5,6,57,60,32
00943_00000.ppm,64,62,5,5,59,57,32
00943_00001.ppm,64,62,5,5,59,57,32
00945_00000.ppm,61,54,5,5,56,48,32
00945_00001.ppm,62,52,5,5,57,47,32
00945_00002.ppm,61,52,5,5,56,46,32
00951_00000.ppm,45,42,5,5,40,36,32
00951_00001.ppm,43,40,5,5,38,34,32
00952_00000.ppm,33,30,5,5,28,25,32
00952_00001.ppm,33,31,5,5,27,26,32
00952_00002.ppm,34,34,5,5,29,28,32
00957_00000.ppm,82,83,7,7,75,76,32
00957_00001.ppm,87,92,7,8,79,84,32
00957_00002.ppm,85,86,7,7,78,78,32
00959_00000.ppm,67,68,6,6,61,61,32
00959_00001.ppm,68,63,6,5,61,57,32
00959_00002.ppm,67,63,6,5,60,57,32
01002_00000.ppm,51,50,5,5,46,44,32
01002_00001.ppm,49,51,5,5,44,46,32
01002_00002.ppm,51,49,5,5,45,44,32
01003_00000.ppm,52,52,5,5,47,46,32
01003_00001.ppm,51,51,5,5,46,46,32
01003_00002.ppm,50,52,5,5,45,46,32
01012_00000.ppm,40,39,5,5,34,33,32
01012_00001.ppm,39,38,5,5,34,32,32
01012_00002.ppm,40,38,5,5,34,32,32
01013_00000.ppm,41,39,5,5,35,34,32
01013_00001.ppm,41,38,5,5,35,33,32
01013_00002.ppm,41,39,5,5,35,34,32
01102_00000.ppm,69,68,6,6,62,61,32
01102_00001.ppm,61,61,5,5,56,56,32
01102_00002.ppm,63,58,5,5,58,53,32
01108_00000.ppm,81,68,7,6,74,61,32
01108_00001.ppm,81,70,7,6,73,64,32
01108_00002.ppm,82,68,7,6,75,61,32
01109_00000.ppm,69,62,6,5,62,56,32
01109_00001.ppm,64,59,5,5,58,54,32
01109_00002.ppm,67,61,6,5,60,55,32
01111_00000.ppm,97,92,8,8,88,83,32
01111_00001.ppm,100,98,8,8,92,90,32
01112_00000.ppm,99,98,8,8,90,89,32
01112_00001.ppm,93,93,8,8,85,84,32
01112_00002.ppm,106,105,9,9,97,95,32
01165_00000.ppm,44,35,5,5,38,30,32
01165_00001.ppm,43,34,5,5,38,29,32
01165_00002.ppm,45,39,5,5,39,33,32
01231_00000.ppm,45,44,5,5,40,39,32
01231_00001.ppm,42,41,5,5,37,36,32
01231_00002.ppm,42,41,5,5,37,36,32
01231_00003.ppm,41,41,5,5,36,35,32
01232_00000.ppm,80,81,7,7,72,73,32
01232_00001.ppm,83,83,7,7,76,76,32
01232_00002.ppm,75,75,6,6,68,69,32
01237_00000.ppm,134,136,11,11,122,124,32
01237_00001.ppm,127,124,11,10,115,114,32
01237_00002.ppm,117,116,10,10,106,106,32
01238_00000.ppm,69,67,6,6,62,60,32
01238_00001.ppm,70,69,6,6,64,63,32
01238_00002.ppm,67,62,6,5,61,57,32
01243_00000.ppm,71,72,6,6,65,65,32
01243_00001.ppm,67,64,6,5,61,58,32
01243_00002.ppm,71,68,6,6,64,62,32
01244_00000.ppm,79,79,7,7,72,71,32
01244_00001.ppm,118,116,10,10,108,105,32
01244_00002.ppm,124,123,10,10,114,113,32
01248_00000.ppm,95,92,8,8,87,84,32
01248_00001.ppm,91,86,8,7,82,78,32
01248_00002.ppm,85,83,7,7,77,76,32
01249_00000.ppm,95,95,8,8,87,87,32
01249_00001.ppm,100,100,8,8,91,91,32
01249_00002.ppm,91,88,8,7,83,81,32
01253_00000.ppm,122,121,10,10,112,110,32
01253_00001.ppm,167,164,14,14,153,150,32
01253_00002.ppm,141,139,12,12,129,126,32
01253_00003.ppm,107,107,9,9,98,98,32
01254_00000.ppm,82,76,7,6,75,70,32
01254_00001.ppm,92,85,8,7,83,77,32
01254_00002.ppm,98,94,8,8,90,85,32
01262_00000.ppm,81,82,7,7,74,75,32
01262_00001.ppm,85,86,7,7,77,78,32
01262_00002.ppm,79,82,7,7,71,74,32
01263_00000.ppm,74,71,6,6,67,65,32
01263_00001.ppm,79,73,7,6,71,66,32
01263_00002.ppm,81,74,7,6,73,67,32
01269_00000.ppm,94,91,8,8,85,83,32
01269_00001.ppm,91,82,8,7,83,75,32
01270_00000.ppm,146,142,12,12,134,130,32
01270_00001.ppm,159,158,13,13,145,144,32
01275_00000.ppm,91,84,8,7,82,76,32
01275_00001.ppm,82,76,7,6,74,69,32
01275_00002.ppm,86,83,7,7,78,75,32
01276_00000.ppm,178,170,15,14,162,155,32
01276_00001.ppm,163,154,14,13,149,141,32
01276_00002.ppm,202,191,17,16,185,175,32
01280_00000_32.ppm,272,159,23,13,248,145,32
01280_00001_32.ppm,141,143,12,12,128,130,32
01280_00002_32.ppm,207,188,17,16,190,172,32
01502_00000.ppm,88,91,7,8,81,82,32
01502_00001.ppm,132,139,11,12,121,127,32
01502_00002.ppm,107,111,9,9,98,101,32
01504_00000.ppm,151,154,13,13,138,140,32
01511_00000.ppm,154,158,13,13,140,144,32
01511_00001.ppm,99,97,8,8,90,89,32
01511_00002.ppm,123,121,10,10,112,111,32
01514_00000.ppm,83,79,7,7,75,72,32
01514_00001.ppm,71,69,6,6,65,62,32
01514_00002.ppm,64,62,5,5,58,56,32
01519_00000.ppm,110,104,9,9,101,94,32
01519_00001.ppm,79,74,7,6,71,68,32
01519_00002.ppm,93,85,8,7,84,78,32
01524_00000.ppm,241,109,20,9,220,99,32
01524_00001.ppm,85,83,7,7,78,75,32
01524_00002.ppm,122,118,10,10,111,107,32
01525_00000.ppm,118,123,10,10,107,112,32
01525_00001.ppm,96,98,8,8,88,90,32
01525_00002.ppm,82,85,7,7,75,77,32
01526_00000.ppm,158,165,13,14,144,150,32
01526_00001.ppm,105,103,9,9,95,94,32
01526_00002.ppm,124,130,10,11,114,119,32
01528_00000.ppm,128,136,11,11,116,125,32
01528_00001.ppm,105,107,9,9,95,98,32
01528_00002.ppm,86,87,7,7,78,80,32
01529_00000.ppm,129,133,11,11,118,122,32
01529_00001.ppm,105,105,9,9,95,95,32
01529_00002.ppm,87,88,7,7,80,81,32
01536_00000.ppm,119,120,10,10,108,109,32
01536_00001.ppm,144,143,12,12,131,131,32
01536_00002.ppm,84,87,7,7,77,80,32
01569_00000.ppm,249,144,21,12,227,131,32
01569_00001.ppm,128,128,11,11,117,117,32
01569_00002.ppm,103,98,9,8,93,90,32
01588_00000.ppm,134,141,11,12,122,129,32
01588_00001.ppm,100,105,8,9,92,96,32
01588_00002.ppm,85,85,7,7,77,78,32
01656_00000.ppm,116,122,10,10,106,112,32
01656_00001.ppm,96,99,8,8,87,90,32
01713_00000.ppm,192,123,16,10,176,113,32
01713_00001.ppm,99,100,8,8,90,91,32
01713_00002.ppm,83,82,7,7,75,74,32
01715_00000.ppm,104,93,9,8,94,85,32
01715_00001.ppm,87,81,7,7,80,74,32
01715_00002.ppm,75,72,6,6,68,66,32
01744_00000.ppm,397,349,33,29,364,319,32
01744_00001.ppm,213,226,18,19,195,206,32
01744_00002.ppm,169,157,14,13,154,144,32
01763_00000.ppm,175,147,15,12,160,134,32
01763_00001.ppm,249,194,21,16,227,177,32
01763_00002.ppm,109,82,9,7,99,75,32
01764_00000.ppm,107,109,9,9,97,100,32
01764_00001.ppm,97,91,8,8,89,82,32
01764_00002.ppm,98,86,8,7,89,79,32
01766_00000.ppm,208,217,17,18,190,199,32
01766_00001.ppm,223,202,19,17,203,185,32
01766_00002.ppm,211,202,18,17,192,184,32
01773_00000.ppm,95,96,8,8,87,87,32
01773_00001.ppm,92,81,8,7,84,73,32
01773_00002.ppm,105,85,9,7,95,77,32
01774_00000.ppm,674,527,56,44,618,482,32
01774_00001.ppm,724,335,60,28,664,306,32
01774_00002.ppm,100,61,8,5,91,56,32
01775_00000.ppm,72,72,6,6,66,66,32
01775_00001.ppm,112,115,9,10,103,104,32
01775_00002.ppm,155,155,13,13,142,141,32
01807_00000.ppm,63,67,5,6,58,60,32
01807_00001.ppm,107,98,9,8,97,89,32
01807_00002.ppm,86,91,7,8,79,82,32
01815_00000.ppm,116,115,10,10,106,105,32
01815_00001.ppm,262,240,22,20,239,219,32
01815_00002.ppm,177,170,15,14,162,156,32
01816_00000.ppm,167,163,14,14,152,148,32
01816_00001.ppm,268,263,22,22,245,240,32
01816_00002.ppm,118,117,10,10,108,107,32
01817_00000.ppm,98,92,8,8,90,84,32
01817_00001.ppm,131,127,11,11,119,115,32
01817_00002.ppm,189,195,16,16,173,178,32
01818_00000.ppm,248,253,21,21,227,231,32
01818_00001.ppm,144,143,12,12,131,131,32
01818_00002.ppm,107,107,9,9,98,98,32
01820_00000.ppm,98,100,8,8,89,91,32
01820_00001.ppm,132,132,11,11,120,121,32
01820_00002.ppm,195,196,16,16,178,180,32
01823_00000.ppm,104,96,9,8,94,87,32
01823_00001.ppm,136,128,11,11,124,116,32
01823_00002.ppm,230,208,19,17,210,190,32
01824_00000.ppm,91,92,8,8,83,84,32
01824_00001.ppm,490,218,41,18,448,199,32
01824_00002.ppm,491,151,41,13,449,138,32
01828_00000.ppm,91,88,8,7,82,81,32
01828_00001.ppm,119,117,10,10,109,107,32
01828_00002.ppm,176,171,15,14,161,157,32
01842_00000.ppm,91,92,8,8,82,83,32
01842_00001.ppm,112,117,9,10,103,107,32
01842_00002.ppm,200,139,17,12,183,127,32
01846_00000.ppm,154,151,13,13,141,137,32
01846_00001.ppm,111,109,9,9,102,100,32
01846_00002.ppm,87,88,7,7,80,80,32
01847_00000.ppm,91,85,8,7,82,78,32
01847_00001.ppm,75,72,6,6,68,66,32
01847_00002.ppm,107,100,9,8,97,92,32
01848_00000.ppm,97,91,8,8,88,83,32
01848_00001.ppm,98,94,8,8,90,86,32
01848_00002.ppm,96,95,8,8,87,86,32
01849_00000.ppm,167,169,14,14,153,155,32
01849_00001.ppm,120,120,10,10,110,109,32
01849_00002.ppm,95,95,8,8,87,86,32
01852_00000.ppm,44,43,5,5,38,37,32
01852_00001.ppm,192,142,16,12,175,130,32
01852_00002.ppm,193,86,16,7,176,79,32
01915_00000.ppm,252,231,21,19,231,211,32
01915_00001.ppm,155,145,13,12,142,133,32
01915_00002.ppm,106,100,9,8,97,91,32
01916_00000_32.ppm,88,87,7,7,80,79,32
01916_00001_32.ppm,111,109,9,9,102,99,32
01916_00002_32.ppm,204,108,17,9,186,99,32
01955_00000_32.ppm,248,232,21,19,227,212,32
01955_00001_32.ppm,155,153,13,13,142,139,32
01955_00002_32.ppm,116,111,10,9,105,101,32
01956_00000_32.ppm,254,259,21,22,233,237,32
01956_00001_32.ppm,163,160,14,13,148,147,32
01956_00002_32.ppm,119,118,10,10,108,108,32
01958_00000.ppm,79,75,7,6,72,68,32
01958_00001.ppm,96,93,8,8,88,85,32
01958_00002.ppm,117,115,10,10,107,104,32
00339_00000.ppm,134,139,11,12,123,126,33
00339_00001.ppm,136,142,11,12,125,130,33
00339_00002.ppm,136,140,11,12,125,127,33
00340_00000.ppm,320,320,27,27,292,292,33
00340_00001.ppm,320,254,27,21,292,232,33
00340_00002.ppm,320,296,27,25,293,270,33
00343_00000.ppm,56,56,5,5,51,51,33
00343_00001.ppm,44,43,5,5,38,38,33
00343_00002.ppm,82,92,7,8,74,83,33
00586_00000.ppm,81,76,7,6,74,70,33
00586_00001.ppm,135,123,11,10,123,113,33
00586_00002.ppm,60,56,5,5,54,51,33
00153_00000.ppm,98,96,8,8,90,88,34
00153_00001.ppm,100,107,8,9,92,97,34
00153_00002.ppm,98,96,8,8,89,87,34
00370_00000.ppm,26,26,5,5,21,21,34
00370_00001.ppm,27,27,5,5,22,21,34
00370_00002.ppm,26,26,5,5,21,21,34
00561_00000.ppm,48,46,5,5,43,41,34
00561_00001.ppm,39,37,5,5,33,32,34
00561_00002.ppm,67,67,6,6,61,60,34
00565_00000.ppm,219,214,18,18,201,195,34
00565_00001.ppm,216,190,18,16,197,173,34
00565_00002.ppm,224,169,19,14,204,154,34
01142_00000.ppm,99,104,8,9,91,95,34
01142_00001.ppm,94,96,8,8,86,88,34
01142_00002.ppm,88,92,7,8,80,83,34
01214_00000_34.ppm,54,39,5,5,49,33,34
01214_00001_34.ppm,52,38,5,5,46,33,34
01214_00002_34.ppm,55,39,5,5,49,33,34
01218_00000.ppm,207,188,17,16,189,172,34
01218_00001.ppm,176,159,15,13,160,146,34
01218_00002.ppm,151,140,13,12,138,127,34
01240_00000.ppm,111,110,9,9,102,100,34
01240_00001.ppm,122,121,10,10,112,111,34
01240_00002.ppm,106,106,9,9,97,96,34
01241_00000.ppm,71,63,6,5,65,57,34
01241_00001.ppm,74,67,6,6,67,60,34
01241_00002.ppm,68,60,6,5,62,55,34
01259_00000.ppm,189,190,16,16,172,174,34
01259_00001.ppm,172,169,14,14,158,155,34
01259_00002.ppm,145,142,12,12,133,130,34
01259_00003.ppm,157,154,13,13,144,141,34
01260_00000.ppm,99,99,8,8,91,91,34
01260_00001.ppm,94,95,8,8,85,87,34
01260_00002.ppm,67,64,6,5,61,59,34
01418_00000.ppm,104,96,9,8,95,88,34
01418_00001.ppm,99,103,8,9,91,93,34
01418_00002.ppm,96,97,8,8,87,89,34
01643_00000.ppm,94,92,8,8,86,83,34
01643_00001.ppm,157,152,13,13,144,139,34
01643_00002.ppm,123,119,10,10,112,108,34
01646_00000.ppm,99,100,8,8,91,91,34
01646_00001.ppm,120,122,10,10,109,112,34
01646_00002.ppm,238,148,20,12,218,135,34
01890_00000.ppm,190,165,16,14,173,151,34
01890_00001.ppm,98,71,8,6,89,65,34
01890_00002.ppm,181,192,15,16,166,175,34
00020_00000_35.ppm,82,74,7,6,75,67,35
00020_00001_35.ppm,84,82,7,7,76,74,35
00020_00002_35.ppm,83,91,7,8,76,83,35
00031_00000.ppm,375,399,31,33,344,366,35
00031_00001.ppm,136,135,11,11,124,124,35
00031_00002.ppm,104,104,9,9,94,95,35
00345_00000.ppm,83,83,7,7,75,76,35
00345_00001.ppm,82,82,7,7,74,74,35
00345_00002.ppm,84,85,7,7,77,77,35
00359_00000.ppm,61,59,5,5,56,54,35
00359_00001.ppm,52,50,5,5,47,44,35
00359_00002.ppm,82,81,7,7,74,74,35
00360_00000.ppm,54,47,5,5,48,42,35
00360_00001.ppm,79,63,7,5,72,58,35
00360_00002.ppm,60,51,5,5,54,46,35
00378_00000.ppm,46,46,5,5,40,40,35
00378_00001.ppm,61,61,5,5,56,56,35
00378_00002.ppm,112,112,9,9,102,103,35
00481_00000.ppm,86,93,7,8,78,85,35
00481_00001.ppm,71,74,6,6,65,67,35
00481_00002.ppm,60,58,5,5,55,53,35
00585_00000.ppm,94,95,8,8,86,86,35
00585_00001.ppm,94,93,8,8,86,84,35
00585_00002.ppm,92,93,8,8,83,84,35
00588_00000.ppm,50,50,5,5,44,45,35
00588_00001.ppm,84,86,7,7,77,78,35
00588_00002.ppm,206,231,17,19,189,212,35
00592_00000.ppm,39,35,5,5,33,29,35
00592_00001.ppm,42,40,5,5,37,34,35
00592_00002.ppm,37,31,5,5,32,26,35
00707_00000.ppm,195,106,16,9,179,96,35
00707_00001.ppm,180,88,15,7,165,81,35
00707_00002.ppm,168,79,14,7,153,71,35
00722_00000.ppm,367,352,31,29,335,323,35
00722_00001.ppm,372,363,31,30,341,333,35
00722_00002.ppm,369,371,31,31,337,340,35
01216_00000.ppm,344,347,29,29,315,317,35
01216_00001.ppm,334,340,28,28,306,311,35
01216_00002.ppm,325,327,27,27,297,300,35
01294_00000.ppm,88,86,7,7,81,79,35
01294_00001.ppm,130,135,11,11,118,123,35
01294_00002.ppm,217,202,18,17,198,185,35
01299_00000.ppm,110,96,9,8,101,87,35
01299_00001.ppm,104,108,9,9,94,98,35
01299_00002.ppm,123,123,10,10,113,112,35
01324_00000.ppm,171,176,14,15,156,161,35
01324_00001.ppm,170,123,14,10,156,112,35
01324_00002.ppm,175,158,15,13,160,144,35
01600_00000.ppm,367,417,31,35,335,382,35
01600_00001.ppm,359,387,30,32,329,355,35
01600_00002.ppm,359,398,30,33,329,364,35
01661_00000.ppm,63,61,5,5,57,55,35
01661_00001.ppm,129,104,11,9,117,95,35
01661_00002.ppm,85,84,7,7,78,77,35
01677_00000.ppm,145,127,12,11,132,115,35
01677_00001.ppm,118,121,10,10,108,110,35
01677_00002.ppm,154,156,13,13,140,142,35
01711_00000.ppm,155,146,13,12,142,134,35
01711_00001.ppm,153,144,13,12,140,132,35
01711_00002.ppm,159,159,13,13,145,146,35
00564_00000.ppm,144,130,12,11,131,119,36
00564_00001.ppm,79,73,7,6,72,67,36
00564_00002.ppm,56,54,5,5,50,49,36
00676_00000.ppm,320,352,27,29,292,323,36
00676_00001.ppm,328,397,27,33,300,363,36
00676_00002.ppm,328,446,27,37,300,409,36
01285_00000.ppm,143,136,12,11,130,125,36
01285_00001.ppm,112,107,9,9,102,98,36
01285_00002.ppm,94,91,8,8,86,82,36
01457_00000.ppm,97,98,8,8,89,89,36
01457_00001.ppm,132,136,11,11,121,125,36
01457_00002.ppm,111,115,9,10,101,104,36
01606_00000.ppm,123,118,10,10,112,108,36
01606_00001.ppm,100,97,8,8,91,89,36
01606_00002.ppm,83,81,7,7,76,74,36
01687_00000.ppm,104,96,9,8,94,87,36
01687_00001.ppm,129,120,11,10,117,109,36
01687_00002.ppm,135,130,11,11,124,119,36
00099_00000.ppm,240,182,20,15,219,166,37
00099_00001.ppm,116,115,10,10,105,105,37
00099_00002.ppm,239,105,20,9,219,96,37
00100_00000.ppm,325,170,27,14,297,155,37
00163_00000.ppm,104,105,9,9,94,96,37
00163_00001.ppm,61,54,5,5,56,48,37
00163_00002.ppm,74,67,6,6,67,61,37
00164_00000.ppm,45,45,5,5,39,39,37
00164_00001.ppm,56,56,5,5,51,51,37
00164_00002.ppm,86,91,7,8,78,82,37
00167_00000.ppm,93,96,8,8,84,88,37
00167_00001.ppm,60,59,5,5,54,54,37
00167_00002.ppm,48,47,5,5,43,41,37
00168_00000.ppm,146,155,12,13,134,142,37
00168_00001.ppm,146,148,12,12,134,136,37
00168_00002.ppm,148,141,12,12,136,129,37
00807_00000.ppm,53,51,5,5,47,46,37
00807_00001.ppm,69,68,6,6,63,62,37
00807_00002.ppm,73,74,6,6,66,67,37
00808_00000.ppm,103,106,9,9,94,96,37
00808_00001.ppm,104,98,9,8,95,90,37
00808_00002.ppm,100,98,8,8,92,90,37
00809_00000.ppm,107,93,9,8,98,84,37
00809_00001.ppm,107,85,9,7,97,78,37
00809_00002.ppm,106,80,9,7,96,72,37
00810_00000.ppm,132,110,11,9,120,101,37
00810_00001.ppm,136,99,11,8,125,90,37
00810_00002.ppm,140,81,12,7,128,73,37
00917_00000.ppm,80,83,7,7,73,75,37
00917_00001.ppm,84,86,7,7,77,79,37
